t,plant,axis,metamer,organ,element,Ag,Amino_Acids_import,An,D_Fructan,D_Proteins,D_Starch,D_cytokinins,Loading_Amino_Acids,Loading_Sucrose,N_content_total,Nitrates_import,Nresidual,Nstruct,PARa,PARa_prim,Photosynthesis,R_Nnit_red,R_phloem_loading,R_residual,Rd,Regul_S_Fructan,S_Amino_Acids,S_Fructan,S_Proteins,S_Starch,S_Sucrose,Total_Organic_Nitrogen,Total_Transpiration_turgor,Tr,Transpiration,Ts,VPDa,WC_mstruct,Wmax,age,ambient_CO2,amino_acids,area_prim,cytokinins,cytokinins_import,epsilon_volume,fructan,green_area,gs,gs_VPD,gs_VPD_psi,gs_psi,height,is_growing,is_over,length,max_mstruct,max_proteins,mstruct,nb_replications,nitrates,organ_volume,osmotic_water_potential,proteins,resistance,senesced_length_element,senesced_mstruct,starch,sucrose,sum_respi,thickness,total_water_influx,total_water_potential,triosesP,turgor_water_potential,volume,water_content,water_influx,width
0,1,MS,1,blade,LeafElement1,15.28417781,NA,15.15130269,NA,NA,NA,NA,NA,NA,0.06848600,NA,0.00000000,0.00002050,452.31001669,NA,NA,NA,NA,NA,0.13287512,NA,NA,NA,NA,NA,NA,20.08972257,0.02393343,1.89083901,NA,17.89984411,0.37481091,96.75349637,0.00300000,240.40044528,NA,1.69000000,NA,0.34907527,NA,46.15384615,0.00000000,0.00019496,0.29705986,0.28174415,0.28148408,0.28437617,0.04750747,False,False,0.08184371,0.00410677,4400.00000000,0.00410677,1.00000000,0.00000000,0.00000008,-0.50097008,16.93543686,11048.74394738,0,0.00000000,0.00000000,24.15745785,NA,0.00039905,0.02393343,-0.10713374,0.00000000,0.39383634,0.00000012,0.12239141,0.02393343,0.00232481
0,1,MS,1,sheath,StemElement,1.36289572,NA,1.73638716,NA,NA,NA,NA,NA,NA,0.02322060,NA,0.00000000,0.00000855,183.72481473,NA,NA,NA,NA,NA,0.01091506,NA,NA,NA,NA,NA,NA,2.83623099,0.00993413,0.57074054,NA,17.15434857,0.37481091,96.13455330,NA,240.40044528,NA,0.20231970,NA,0.04104000,NA,46.15384615,0.00000000,0.00026807,0.15680424,0.07626110,0.07623163,0.07655936,0.01424321,False,False,0.02844301,0.00171000,1183.15614503,0.00171000,1.00000000,0.00000000,0.00000003,-0.42163378,2.02319701,2976.18742823,0,0.00000000,0.00000000,10.05882353,NA,0.00039900,0.00993413,-0.04189249,0.00000000,0.37974129,0.00000004,0.04252810,0.00993413,0.00299400
0,1,MS,2,blade,LeafElement1,15.88742679,NA,15.74272729,NA,NA,NA,NA,NA,NA,0.08023525,NA,0.00000000,0.00002420,423.00662932,NA,NA,NA,NA,NA,0.14469950,NA,NA,NA,NA,NA,NA,27.72496500,0.02813743,1.80122271,NA,17.33930415,0.37481091,96.89688726,0.00330000,160.40044528,NA,2.36000000,NA,0.48860194,NA,46.15384615,0.00000000,0.00024062,0.29016505,0.29098474,0.29071430,0.29372171,0.06200019,False,False,0.09182697,0.00483764,4885.93175850,0.00483764,1.00000000,0.00000000,0.00000010,-0.51518244,23.63639357,10732.26051448,0,0.00000000,0.00000000,28.45672340,NA,0.00041901,0.02813739,-0.11756248,0.00000000,0.39761996,0.00000015,0.15105882,0.02813739,0.00255729
0,1,MS,2,sheath,HiddenElement,0.00000000,NA,0.00000000,NA,NA,NA,NA,NA,NA,0.03084455,NA,0.00000000,0.00001140,NA,NA,NA,NA,NA,NA,0.00000000,NA,NA,NA,NA,NA,NA,5.02325484,0.00000000,0.00000000,NA,20.00000000,0.00000000,95.37887991,NA,160.40044528,NA,0.38263356,NA,0.07980000,NA,46.15384615,6.70588235,0.00024800,0.00000000,0.00000000,0.00000000,0.00000000,NA,False,False,0.02850785,0.00228000,1678.21735658,0.00228000,1.00000000,0.00000000,0.00000004,-0.75499398,3.82633557,2569.46153793,0,0.00000000,0.00000000,13.41176471,NA,0.00042014,-0.00000000,-0.03367976,0.00000000,0.72131422,0.00000005,0.04705869,-0.00000000,0.00330091
0,1,MS,2,sheath,StemElement,1.84985142,NA,2.35379494,NA,NA,NA,NA,NA,NA,0.03084455,NA,0.00000000,0.00000020,95.24996562,NA,NA,NA,NA,NA,0.01780945,NA,NA,NA,NA,NA,NA,0.08812728,0.00012326,0.40363664,NA,14.51848597,0.37481091,95.36291635,NA,160.40044528,NA,0.00671287,NA,0.00140000,NA,46.15384615,0.00000000,0.00000471,0.15227787,0.08565843,0.08561841,0.08606342,0.02873631,False,False,0.00049944,0.00004000,1678.21735000,0.00004000,1.00000000,0.00000000,0.00000000,-0.54638122,0.06712869,45.15670645,0,0.00000000,0.00000000,0.23529412,NA,0.00041941,0.00012326,-0.03368131,0.00000000,0.51269991,0.00000000,0.00082261,0.00012326,0.00329632
0,1,MS,3,blade,LeafElement1,15.82208207,NA,15.67124437,NA,NA,NA,NA,NA,NA,NA,NA,0.00000000,0.00002354,390.85551914,NA,NA,NA,NA,NA,0.15083771,NA,NA,NA,NA,NA,NA,26.17348287,0.02319732,1.69051274,NA,16.97227114,0.37481091,96.35698801,0.00401778,80.40044528,NA,2.50025626,NA,0.56860849,NA,46.15384615,0.00000000,0.00021359,0.27919421,0.28998226,0.28971295,0.29270785,0.06325997,True,False,0.07064979,0.00469905,0.00000000,0.00469905,1.00000000,0.00000000,0.00000010,-0.63641387,25.04318829,6549.73416799,0,0.00000000,0.00000000,29.20590510,NA,0.00044955,0.02319580,-0.07588151,0.00000000,0.56053235,0.00000011,0.11031715,0.02319580,0.00301486
0,1,MS,4,internode,HiddenElement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00000000,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00000000,NA,0.00000000,NA,0.00000000,NA,NA,0.00000000,0.00000000,NA,NA,NA,NA,NA,True,False,0.00001007,0.00000000,0.00000000,0.00000000,NA,0.00000000,NA,NA,0.00000000,NA,0,0.00000000,0.00000000,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,1,MS,5,internode,HiddenElement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00000000,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00000000,NA,0.00000000,NA,0.00000000,NA,NA,0.00000000,0.00000000,NA,NA,NA,NA,NA,True,False,0.00005035,0.00000000,0.00000000,0.00000000,NA,0.00000000,NA,NA,0.00000000,NA,0,0.00000000,0.00000000,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,MS,1,blade,LeafElement1,17.10845138,0.12332602,16.96528677,0.00000000,3.96190162,134.53439231,2.74530511,0.50875383,10.92521703,0.06848600,0.17617877,0.00000000,0.00002050,554.33042695,NA,12.00614426,0.17441866,0.00026920,0.20300755,0.14316461,0.00000000,42.90002743,0.00000004,5.17332559,238.24337668,2542.83017095,19.67423480,0.02938570,2.32602465,0.00045342,18.97142265,0.37481091,96.75243508,0.00300000,240.80089055,NA,1.26886663,NA,0.36138475,0.02334265,46.15384615,0.00000000,0.00019494,0.32658981,0.30971486,0.30952333,0.31276574,0.04741426,False,False,0.08183308,0.00410677,4400.00000000,0.00410677,1.00000000,0.00010821,0.00000008,-0.50113934,16.94108246,11029.47692692,0,0.00000000,0.66411576,19.04323089,0.37769541,0.00039898,0.02938570,-0.12679255,0.00119315,0.37434679,0.00000012,0.12235007,0.02938570,0.00232481
1,1,MS,1,sheath,StemElement,1.45609422,0.04923256,1.85512037,0.00000000,5.22157870,25.73338648,0.89348805,0.05464391,2.21399763,0.02322060,0.07033172,0.00000000,0.00000855,225.16471278,NA,1.40515915,0.06963055,0.00002272,0.02423874,0.01166710,0.00000000,41.13092964,0.00000026,3.78536513,45.60194939,639.57368206,2.92083335,0.01172980,0.67525654,0.00018101,18.18995340,0.37481091,96.13426123,NA,240.80089055,NA,0.29032466,NA,0.04897381,0.00931854,46.15384615,0.00000000,0.00026806,0.16399154,0.07805908,0.07805859,0.07840915,0.01421473,False,False,0.02844215,0.00171000,1183.15614503,0.00171000,1.00000000,0.00012041,0.00000003,-0.42166692,2.01979441,2976.29988772,0,0.00000000,0.05289363,5.45546672,0.09389201,0.00039899,0.01172980,-0.04645992,0.00009399,0.37520699,0.00000004,0.04252475,0.01172980,0.00299391
